velocity_ms,lateral_accel_ms2,max_accel_ms2,max_brake_ms2
24,28,0,-0.345284
24,29,0,-0.345284
24,30,0,-0.345284
24,31,0,-0.345284
24,32,0,-0.345284
24,33,0,-0.345284
24,34,0,-0.345284
24,35,0,-0.345284
24,36,0,-0.345284
24,37,0,-0.345284
24,38,0,-0.345284
24,39,0,-0.345284
24,40,0,-0.345284
24,41,0,-0.345284
24,42,0,-0.345284
24,43,0,-0.345284
24,44,0,-0.345284
24,45,0,-0.345284
24,46,0,-0.345284
24,47,0,-0.345284
24,48,0,-0.345284
24,49,0,-0.345284
24,50,0,-0.345284
24.5,0,18.1752,-18.8948
24.5,1,18.1482,-18.8679
24.5,2,18.067,-18.7866
24.5,3,17.9308,-18.6505
24.5,4,17.7384,-18.4581
24.5,5,17.4881,-18.2077
24.5,6,17.1772,-17.8968
24.5,7,16.8026,-17.5222
24.5,8,16.3598,-17.0795
24.5,9,15.8435,-16.5631
24.5,10,15.2462,-15.9658
24.5,11,14.5582,-15.2778
24.5,12,13.7663,-14.4859
24.5,13,12.8518,-13.5715
24.5,14,11.7871,-12.5067
24.5,15,10.5281,-11.2478
24.5,16,8.99685,-9.71649
24.5,17,7.02579,-7.74543
24.5,18,4.0614,-4.78105
24.5,19,0,-0.359821
24.5,20,0,-0.359821
24.5,21,0,-0.359821
24.5,22,0,-0.359821
24.5,23,0,-0.359821
24.5,24,0,-0.359821
24.5,25,0,-0.359821
24.5,26,0,-0.359821
24.5,27,0,-0.359821
24.5,28,0,-0.359821
24.5,29,0,-0.359821
24.5,30,0,-0.359821
24.5,31,0,-0.359821
24.5,32,0,-0.359821
24.5,33,0,-0.359821
24.5,34,0,-0.359821
24.5,35,0,-0.359821
24.5,36,0,-0.359821
24.5,37,0,-0.359821
24.5,38,0,-0.359821
24.5,39,0,-0.359821
24.5,40,0,-0.359821
24.5,41,0,-0.359821
24.5,42,0,-0.359821
24.5,43,0,-0.359821
24.5,44,0,-0.359821
24.5,45,0,-0.359821
24.5,46,0,-0.359821
24.5,47,0,-0.359821
24.5,48,0,-0.359821
24.5,49,0,-0.359821
24.5,50,0,-0.359821
25,0,18.2159,-18.9653
25,1,18.189,-18.9383
25,2,18.1081,-18.8574
25,3,17.9723,-18.7216
25,4,17.7805,-18.5298
25,5,17.5309,-18.2803
25,6,17.2211,-17.9704
25,7,16.8477,-17.597
25,8,16.4066,-17.1559
25,9,15.8922,-16.6415
25,10,15.2973,-16.0466
25,11,14.6124,-15.3617
25,12,13.8243,-14.5736
25,13,12.9148,-13.6641
25,14,11.8569,-12.6062
25,15,10.6076,-11.3569
25,16,9.09163,-9.84095
25,17,7.14934,-7.89866
25,18,4.27406,-5.02338
25,19,0,-0.374657
25,20,0,-0.374657
25,21,0,-0.374657
25,22,0,-0.374657
25,23,0,-0.374657
25,24,0,-0.374657
25,25,0,-0.374657
25,26,0,-0.374657
25,27,0,-0.374657
25,28,0,-0.374657
25,29,0,-0.374657
25,30,0,-0.374657
25,31,0,-0.374657
25,32,0,-0.374657
25,33,0,-0.374657
25,34,0,-0.374657
25,35,0,-0.374657
25,36,0,-0.374657
25,37,0,-0.374657
25,38,0,-0.374657
25,39,0,-0.374657
25,40,0,-0.374657
25,41,0,-0.374657
25,42,0,-0.374657
25,43,0,-0.374657
25,44,0,-0.374657
25,45,0,-0.374657
25,46,0,-0.374657
25,47,0,-0.374657
25,48,0,-0.374657
25,49,0,-0.374657
25,50,0,-0.374657
25.5,0,18.2575,-19.0371
25.5,1,18.2306,-19.0102
25.5,2,18.1499,-18.9295
25.5,3,18.0146,-18.7942
25.5,4,17.8234,-18.603
25.5,5,17.5746,-18.3542
25.5,6,17.2658,-18.0454
25.5,7,16.8937,-17.6733
25.5,8,16.4542,-17.2338
25.5,9,15.9418,-16.7214
25.5,10,15.3493,-16.1289
25.5,11,14.6674,-15.447
25.5,12,13.8833,-14.6629
25.5,13,12.9788,-13.7584
25.5,14,11.9277,-12.7073
25.5,15,10.6881,-11.4677
25.5,16,9.18729,-9.96687
25.5,17,7.27313,-8.05272
25.5,18,4.48057,-5.26016
25.5,19,0,-0.389794
25.5,20,0,-0.389794
25.5,21,0,-0.389794
25.5,22,0,-0.389794
25.5,23,0,-0.389794
25.5,24,0,-0.389794
25.5,25,0,-0.389794
25.5,26,0,-0.389794
25.5,27,0,-0.389794
25.5,28,0,-0.389794
25.5,29,0,-0.389794
25.5,30,0,-0.389794
25.5,31,0,-0.389794
25.5,32,0,-0.389794
25.5,33,0,-0.389794
25.5,34,0,-0.389794
25.5,35,0,-0.389794
25.5,36,0,-0.389794
25.5,37,0,-0.389794
25.5,38,0,-0.389794
25.5,39,0,-0.389794
25.5,40,0,-0.389794
25.5,41,0,-0.389794
25.5,42,0,-0.389794
25.5,43,0,-0.389794
25.5,44,0,-0.389794
25.5,45,0,-0.389794
25.5,46,0,-0.389794
25.5,47,0,-0.389794
25.5,48,0,-0.389794
25.5,49,0,-0.389794
25.5,50,0,-0.389794
26,0,18.2998,-19.1102
26,1,18.273,-19.0835
26,2,18.1925,-19.003
26,3,18.0576,-18.8681
26,4,17.8671,-18.6775
26,5,17.6191,-18.4296
26,6,17.3113,-18.1218
26,7,16.9406,-17.751
26,8,16.5027,-17.3131
26,9,15.9922,-16.8027
26,10,15.4023,-16.2127
26,11,14.7235,-15.5339
26,12,13.9432,-14.7536
26,13,13.0438,-13.8543
26,14,11.9995,-12.8099
26,15,10.7696,-11.5801
26,16,9.28378,-10.0942
26,17,7.39714,-8.2076
26,18,4.68171,-5.49217
26,19,0,-0.405229
26,20,0,-0.405229
26,21,0,-0.405229
26,22,0,-0.405229
26,23,0,-0.405229
26,24,0,-0.405229
26,25,0,-0.405229
26,26,0,-0.405229
26,27,0,-0.405229
26,28,0,-0.405229
26,29,0,-0.405229
26,30,0,-0.405229
26,31,0,-0.405229
26,32,0,-0.405229
26,33,0,-0.405229
26,34,0,-0.405229
26,35,0,-0.405229
26,36,0,-0.405229
26,37,0,-0.405229
26,38,0,-0.405229
26,39,0,-0.405229
26,40,0,-0.405229
26,41,0,-0.405229
26,42,0,-0.405229
26,43,0,-0.405229
26,44,0,-0.405229
26,45,0,-0.405229
26,46,0,-0.405229
26,47,0,-0.405229
26,48,0,-0.405229
26,49,0,-0.405229
26,50,0,-0.405229
26.5,0,18.3428,-19.1848
26.5,1,18.3162,-19.1581
26.5,2,18.236,-19.0779
26.5,3,18.1015,-18.9434
26.5,4,17.9115,-18.7535
26.5,5,17.6644,-18.5063
26.5,6,17.3577,-18.1996
26.5,7,16.9882,-17.8302
26.5,8,16.552,-17.3939
26.5,9,16.0436,-16.8855
26.5,10,15.4561,-16.298
26.5,11,14.7804,-15.6223
26.5,12,14.004,-14.846
26.5,13,13.1098,-13.9517
26.5,14,12.0723,-12.9142
26.5,15,10.852,-11.694
26.5,16,9.3811,-10.223
26.5,17,7.52136,-8.36329
26.5,18,4.87815,-5.72008
26.5,19,0,-0.420965
26.5,20,0,-0.420965
26.5,21,0,-0.420965
26.5,22,0,-0.420965
26.5,23,0,-0.420965
26.5,24,0,-0.420965
26.5,25,0,-0.420965
26.5,26,0,-0.420965
26.5,27,0,-0.420965
26.5,28,0,-0.420965
26.5,29,0,-0.420965
26.5,30,0,-0.420965
26.5,31,0,-0.420965
26.5,32,0,-0.420965
26.5,33,0,-0.420965
26.5,34,0,-0.420965
26.5,35,0,-0.420965
26.5,36,0,-0.420965
26.5,37,0,-0.420965
26.5,38,0,-0.420965
26.5,39,0,-0.420965
26.5,40,0,-0.420965
26.5,41,0,-0.420965
26.5,42,0,-0.420965
26.5,43,0,-0.420965
26.5,44,0,-0.420965
26.5,45,0,-0.420965
26.5,46,0,-0.420965
26.5,47,0,-0.420965
26.5,48,0,-0.420965
26.5,49,0,-0.420965
26.5,50,0,-0.420965
27,0,18.3867,-19.2607
27,1,18.3601,-19.2341
27,2,18.2801,-19.1541
27,3,18.1461,-19.0201
27,4,17.9568,-18.8308
27,5,17.7105,-18.5845
27,6,17.4048,-18.2788
27,7,17.0367,-17.9107
27,8,16.6021,-17.4761
27,9,16.0957,-16.9697
27,10,15.5108,-16.3848
27,11,14.8382,-15.7122
27,12,14.0658,-14.9398
27,13,13.1766,-14.0507
27,14,12.146,-13.02
27,15,10.9354,-11.8094
27,16,9.47922,-10.3532
27,17,7.64579,-8.51979
27,18,5.0704,-5.9444
27,19,0,-0.437
27,20,0,-0.437
27,21,0,-0.437
27,22,0,-0.437
27,23,0,-0.437
27,24,0,-0.437
27,25,0,-0.437
27,26,0,-0.437
27,27,0,-0.437
27,28,0,-0.437
27,29,0,-0.437
27,30,0,-0.437
27,31,0,-0.437
27,32,0,-0.437
27,33,0,-0.437
27,34,0,-0.437
27,35,0,-0.437
27,36,0,-0.437
27,37,0,-0.437
27,38,0,-0.437
27,39,0,-0.437
27,40,0,-0.437
27,41,0,-0.437
27,42,0,-0.437
27,43,0,-0.437
27,44,0,-0.437
27,45,0,-0.437
27,46,0,-0.437
27,47,0,-0.437
27,48,0,-0.437
27,49,0,-0.437
27,50,0,-0.437
27.5,0,18.4313,-19.338
27.5,1,18.4048,-19.3115
27.5,2,18.3251,-19.2318
27.5,3,18.1915,-19.0982
27.5,4,18.0028,-18.9095
27.5,5,17.7574,-18.664
27.5,6,17.4528,-18.3595
27.5,7,17.086,-17.9927
27.5,8,16.6531,-17.5598
27.5,9,16.1488,-17.0554
27.5,10,15.5663,-16.473
27.5,11,14.8969,-15.8036
27.5,12,14.1285,-15.0352
27.5,13,13.2445,-14.1511
27.5,14,12.2207,-13.1273
27.5,15,11.0197,-11.9263
27.5,16,9.57811,-10.4848
27.5,17,7.77041,-8.67708
27.5,18,5.25893,-6.1656
27.5,19,0,-0.453335
27.5,20,0,-0.453335
27.5,21,0,-0.453335
27.5,22,0,-0.453335
27.5,23,0,-0.453335
27.5,24,0,-0.453335
27.5,25,0,-0.453335
27.5,26,0,-0.453335
27.5,27,0,-0.453335
27.5,28,0,-0.453335
27.5,29,0,-0.453335
27.5,30,0,-0.453335
27.5,31,0,-0.453335
27.5,32,0,-0.453335
27.5,33,0,-0.453335
27.5,34,0,-0.453335
27.5,35,0,-0.453335
27.5,36,0,-0.453335
27.5,37,0,-0.453335
27.5,38,0,-0.453335
27.5,39,0,-0.453335
27.5,40,0,-0.453335
27.5,41,0,-0.453335
27.5,42,0,-0.453335
27.5,43,0,-0.453335
27.5,44,0,-0.453335
27.5,45,0,-0.453335
27.5,46,0,-0.453335
27.5,47,0,-0.453335
27.5,48,0,-0.453335
27.5,49,0,-0.453335
27.5,50,0,-0.453335
28,0,18.4767,-19.4166
28,1,18.4503,-19.3902
28,2,18.3708,-19.3108
28,3,18.2377,-19.1776
28,4,18.0496,-18.9896
28,5,17.805,-18.745
28,6,17.5016,-18.4415
28,7,17.1362,-18.0761
28,8,16.7049,-17.6448
28,9,16.2027,-17.1426
28,10,15.6228,-16.5627
28,11,14.9565,-15.8965
28,12,14.1921,-15.132
28,13,13.3132,-14.2532
28,14,12.2962,-13.2362
28,15,11.1048,-12.0448
28,16,9.67775,-10.6177
28,17,7.89522,-8.83516
28,18,5.44411,-6.38405
28,19,0,-0.46997
28,20,0,-0.46997
28,21,0,-0.46997
28,22,0,-0.46997
28,23,0,-0.46997
28,24,0,-0.46997
28,25,0,-0.46997
28,26,0,-0.46997
28,27,0,-0.46997
28,28,0,-0.46997
28,29,0,-0.46997
28,30,0,-0.46997
28,31,0,-0.46997
28,32,0,-0.46997
28,33,0,-0.46997
28,34,0,-0.46997
28,35,0,-0.46997
28,36,0,-0.46997
28,37,0,-0.46997
28,38,0,-0.46997
28,39,0,-0.46997
28,40,0,-0.46997
28,41,0,-0.46997
28,42,0,-0.46997
28,43,0,-0.46997
28,44,0,-0.46997
28,45,0,-0.46997
28,46,0,-0.46997
28,47,0,-0.46997
28,48,0,-0.46997
28,49,0,-0.46997
28,50,0,-0.46997
28.5,0,18.5229,-19.4967
28.5,1,18.4965,-19.4703
28.5,2,18.4174,-19.3912
28.5,3,18.2846,-19.2584
28.5,4,18.0973,-19.0711
28.5,5,17.8535,-18.8273
28.5,6,17.5511,-18.5249
28.5,7,17.1871,-18.1609
28.5,8,16.7575,-17.7314
28.5,9,16.2574,-17.2312
28.5,10,15.6801,-16.6539
28.5,11,15.017,-15.9908
28.5,12,14.2566,-15.2304
28.5,13,13.3829,-14.3567
28.5,14,12.3728,-13.3466
28.5,15,11.1909,-12.1647
28.5,16,9.77813,-10.7519
28.5,17,8.0202,-8.99401
28.5,18,5.62627,-6.60008
28.5,19,0.122114,-1.09592
28.5,20,0,-0.486905
28.5,21,0,-0.486905
28.5,22,0,-0.486905
28.5,23,0,-0.486905
28.5,24,0,-0.486905
28.5,25,0,-0.486905
28.5,26,0,-0.486905
28.5,27,0,-0.486905
28.5,28,0,-0.486905
28.5,29,0,-0.486905
28.5,30,0,-0.486905
28.5,31,0,-0.486905
28.5,32,0,-0.486905
28.5,33,0,-0.486905
28.5,34,0,-0.486905
28.5,35,0,-0.486905
28.5,36,0,-0.486905
28.5,37,0,-0.486905
28.5,38,0,-0.486905
28.5,39,0,-0.486905
28.5,40,0,-0.486905
28.5,41,0,-0.486905
28.5,42,0,-0.486905
28.5,43,0,-0.486905
28.5,44,0,-0.486905
28.5,45,0,-0.486905
28.5,46,0,-0.486905
28.5,47,0,-0.486905
28.5,48,0,-0.486905
28.5,49,0,-0.486905
28.5,50,0,-0.486905
29,0,18.5698,-19.578
29,1,18.5435,-19.5518
29,2,18.4646,-19.4729
29,3,18.3324,-19.3406
29,4,18.1456,-19.1539
29,5,17.9028,-18.911
29,6,17.6015,-18.6098
29,7,17.2389,-18.2471
29,8,16.811,-17.8193
29,9,16.3129,-17.3212
29,10,15.7382,-16.7465
29,11,15.0784,-16.0866
29,12,14.322,-15.3303
29,13,13.4534,-14.4617
29,14,12.4502,-13.4584
29,15,11.2778,-12.2861
29,16,9.87921,-10.8875
29,17,8.14537,-9.15365
29,18,5.80569,-6.81397
29,19,1.17336,-2.18163
29,20,0,-0.504139
29,21,0,-0.504139
29,22,0,-0.504139
29,23,0,-0.504139
29,24,0,-0.504139
29,25,0,-0.504139
29,26,0,-0.504139
29,27,0,-0.504139
29,28,0,-0.504139
29,29,0,-0.504139
29,30,0,-0.504139
29,31,0,-0.504139
29,32,0,-0.504139
29,33,0,-0.504139
29,34,0,-0.504139
29,35,0,-0.504139
29,36,0,-0.504139
29,37,0,-0.504139
29,38,0,-0.504139
29,39,0,-0.504139
29,40,0,-0.504139
29,41,0,-0.504139
29,42,0,-0.504139
29,43,0,-0.504139
29,44,0,-0.504139
29,45,0,-0.504139
29,46,0,-0.504139
29,47,0,-0.504139
29,48,0,-0.504139
29,49,0,-0.504139
29,50,0,-0.504139
29.5,0,18.6174,-19.6608
29.5,1,18.5913,-19.6347
29.5,2,18.5127,-19.556
29.5,3,18.3809,-19.4242
29.5,4,18.1948,-19.2381
29.5,5,17.9528,-18.9961
29.5,6,17.6526,-18.696
29.5,7,17.2914,-18.3348
29.5,8,16.8653,-17.9086
29.5,9,16.3693,-17.4127
29.5,10,15.7972,-16.8406
29.5,11,15.1406,-16.1839
29.5,12,14.3883,-15.4316
29.5,13,13.5249,-14.5682
29.5,14,12.5285,-13.5718
29.5,15,11.3655,-12.4089
29.5,16,9.98099,-11.0243
29.5,17,8.2707,-9.31405
29.5,18,5.98263,-7.02597
29.5,19,1.78178,-2.82513
29.5,20,0,-0.521673
29.5,21,0,-0.521673
29.5,22,0,-0.521673
29.5,23,0,-0.521673
29.5,24,0,-0.521673
29.5,25,0,-0.521673
29.5,26,0,-0.521673
29.5,27,0,-0.521673
29.5,28,0,-0.521673
29.5,29,0,-0.521673
29.5,30,0,-0.521673
29.5,31,0,-0.521673
29.5,32,0,-0.521673
29.5,33,0,-0.521673
29.5,34,0,-0.521673
29.5,35,0,-0.521673
29.5,36,0,-0.521673
29.5,37,0,-0.521673
29.5,38,0,-0.521673
29.5,39,0,-0.521673
29.5,40,0,-0.521673
29.5,41,0,-0.521673
29.5,42,0,-0.521673
29.5,43,0,-0.521673
29.5,44,0,-0.521673
29.5,45,0,-0.521673
29.5,46,0,-0.521673
29.5,47,0,-0.521673
29.5,48,0,-0.521673
29.5,49,0,-0.521673
29.5,50,0,-0.521673
30,0,18.6659,-19.7449
30,1,18.6398,-19.7188
30,2,18.5615,-19.6405
30,3,18.4301,-19.5091
30,4,18.2447,-19.3237
30,5,18.0036,-19.0826
30,6,17.7046,-18.7836
30,7,17.3448,-18.4238
30,8,16.9204,-17.9994
30,9,16.4265,-17.5056
30,10,15.857,-16.9361
30,11,15.2036,-16.2827
30,12,14.4554,-15.5344
30,13,13.5972,-14.6762
30,14,12.6076,-13.6866
30,15,11.4541,-12.5331
30,16,10.0834,-11.1625
30,17,8.3962,-9.47522
30,18,6.15728,-7.23629
30,19,2.26173,-3.34074
30,20,0,-0.539507
30,21,0,-0.539507
30,22,0,-0.539507
30,23,0,-0.539507
30,24,0,-0.539507
30,25,0,-0.539507
30,26,0,-0.539507
30,27,0,-0.539507
30,28,0,-0.539507
30,29,0,-0.539507
30,30,0,-0.539507
30,31,0,-0.539507
30,32,0,-0.539507
30,33,0,-0.539507
30,34,0,-0.539507
30,35,0,-0.539507
30,36,0,-0.539507
30,37,0,-0.539507
30,38,0,-0.539507
30,39,0,-0.539507
30,40,0,-0.539507
30,41,0,-0.539507
30,42,0,-0.539507
30,43,0,-0.539507
30,44,0,-0.539507
30,45,0,-0.539507
30,46,0,-0.539507
30,47,0,-0.539507
30,48,0,-0.539507
30,49,0,-0.539507
30,50,0,-0.539507
30.5,0,18.7151,-19.8304
30.5,1,18.6891,-19.8044
30.5,2,18.611,-19.7263
30.5,3,18.4801,-19.5954
30.5,4,18.2954,-19.4107
30.5,5,18.0552,-19.1705
30.5,6,17.7573,-18.8726
30.5,7,17.3989,-18.5142
30.5,8,16.9763,-18.0915
30.5,9,16.4846,-17.5999
30.5,10,15.9177,-17.033
30.5,11,15.2676,-16.3829
30.5,12,14.5234,-15.6387
30.5,13,13.6704,-14.7857
30.5,14,12.6876,-13.8029
30.5,15,11.5435,-12.6588
30.5,16,10.1865,-11.3018
30.5,17,8.52187,-9.63715
30.5,18,6.32984,-7.44512
30.5,19,2.67306,-3.78834
30.5,20,0,-0.55764
30.5,21,0,-0.55764
30.5,22,0,-0.55764
30.5,23,0,-0.55764
30.5,24,0,-0.55764
30.5,25,0,-0.55764
30.5,26,0,-0.55764
30.5,27,0,-0.55764
30.5,28,0,-0.55764
30.5,29,0,-0.55764
30.5,30,0,-0.55764
30.5,31,0,-0.55764
30.5,32,0,-0.55764
30.5,33,0,-0.55764
30.5,34,0,-0.55764
30.5,35,0,-0.55764
30.5,36,0,-0.55764
30.5,37,0,-0.55764
30.5,38,0,-0.55764
30.5,39,0,-0.55764
30.5,40,0,-0.55764
30.5,41,0,-0.55764
30.5,42,0,-0.55764
30.5,43,0,-0.55764
30.5,44,0,-0.55764
30.5,45,0,-0.55764
30.5,46,0,-0.55764
30.5,47,0,-0.55764
30.5,48,0,-0.55764
30.5,49,0,-0.55764
30.5,50,0,-0.55764
31,0,18.765,-19.9172
31,1,18.7391,-19.8913
31,2,18.6613,-19.8135
31,3,18.5309,-19.6831
31,4,18.3469,-19.499
31,5,18.1075,-19.2597
31,6,17.8108,-18.963
31,7,17.4538,-18.606
31,8,17.033,-18.1851
31,9,16.5434,-17.6956
31,10,15.9792,-17.1314
31,11,15.3323,-16.4845
31,12,14.5922,-15.7444
31,13,13.7445,-14.8966
31,14,12.7685,-13.9206
31,15,11.6337,-12.7858
31,16,10.2903,-11.4424
31,17,8.64768,-9.79983
31,18,6.50049,-7.65263
31,19,3.04024,-4.19238
31,20,0,-0.576073
31,21,0,-0.576073
31,22,0,-0.576073
31,23,0,-0.576073
31,24,0,-0.576073
31,25,0,-0.576073
31,26,0,-0.576073
31,27,0,-0.576073
31,28,0,-0.576073
31,29,0,-0.576073
31,30,0,-0.576073
31,31,0,-0.576073
31,32,0,-0.576073
31,33,0,-0.576073
31,34,0,-0.576073
31,35,0,-0.576073
31,36,0,-0.576073
31,37,0,-0.576073
31,38,0,-0.576073
31,39,0,-0.576073
31,40,0,-0.576073
31,41,0,-0.576073
31,42,0,-0.576073
31,43,0,-0.576073
31,44,0,-0.576073
31,45,0,-0.576073
31,46,0,-0.576073
31,47,0,-0.576073
31,48,0,-0.576073
31,49,0,-0.576073
31,50,0,-0.576073
31.5,0,18.8157,-20.0053
31.5,1,18.7899,-19.9795
31.5,2,18.7124,-19.902
31.5,3,18.5825,-19.7721
31.5,4,18.3991,-19.5887
31.5,5,18.1607,-19.3503
31.5,6,17.8651,-19.0547
31.5,7,17.5096,-18.6992
31.5,8,17.0904,-18.2801
31.5,9,16.6031,-17.7927
31.5,10,16.0415,-17.2312
31.5,11,15.3979,-16.5876
31.5,12,14.6619,-15.8515
31.5,13,13.8194,-15.009
31.5,14,12.8502,-14.0398
31.5,15,11.7246,-12.9142
31.5,16,10.3946,-11.5843
31.5,17,8.77366,-9.96327
31.5,18,6.66936,-7.85897
31.5,19,3.3761,-4.56571
31.5,20,0,-0.594806
31.5,21,0,-0.594806
31.5,22,0,-0.594806
31.5,23,0,-0.594806
31.5,24,0,-0.594806
31.5,25,0,-0.594806
31.5,26,0,-0.594806
31.5,27,0,-0.594806
31.5,28,0,-0.594806
31.5,29,0,-0.594806
31.5,30,0,-0.594806
31.5,31,0,-0.594806
31.5,32,0,-0.594806
31.5,33,0,-0.594806
31.5,34,0,-0.594806
31.5,35,0,-0.594806
31.5,36,0,-0.594806
31.5,37,0,-0.594806
31.5,38,0,-0.594806
31.5,39,0,-0.594806
31.5,40,0,-0.594806
31.5,41,0,-0.594806
31.5,42,0,-0.594806
31.5,43,0,-0.594806
31.5,44,0,-0.594806
31.5,45,0,-0.594806
31.5,46,0,-0.594806
31.5,47,0,-0.594806
31.5,48,0,-0.594806
31.5,49,0,-0.594806
31.5,50,0,-0.594806
32,0,18.8671,-20.0948
32,1,18.8415,-20.0691
32,2,18.7642,-19.9919
32,3,18.6348,-19.8624
32,4,18.4521,-19.6797
32,5,18.2146,-19.4422
32,6,17.9202,-19.1478
32,7,17.5661,-18.7937
32,8,17.1487,-18.3764
32,9,16.6636,-17.8912
32,10,16.1047,-17.3324
32,11,15.4644,-16.6921
32,12,14.7325,-15.9601
32,13,13.8951,-15.1228
32,14,12.9327,-14.1604
32,15,11.8163,-13.044
32,16,10.4996,-11.7273
32,17,8.89978,-10.1275
32,18,6.83659,-8.06427
32,19,3.68836,-4.91604
32,20,0,-0.613839
32,21,0,-0.613839
32,22,0,-0.613839
32,23,0,-0.613839
32,24,0,-0.613839
32,25,0,-0.613839
32,26,0,-0.613839
32,27,0,-0.613839
32,28,0,-0.613839
32,29,0,-0.613839
32,30,0,-0.613839
32,31,0,-0.613839
32,32,0,-0.613839
32,33,0,-0.613839
32,34,0,-0.613839
32,35,0,-0.613839
32,36,0,-0.613839
32,37,0,-0.613839
32,38,0,-0.613839
32,39,0,-0.613839
32,40,0,-0.613839
32,41,0,-0.613839
32,42,0,-0.613839
32,43,0,-0.613839
32,44,0,-0.613839
32,45,0,-0.613839
32,46,0,-0.613839
32,47,0,-0.613839
32,48,0,-0.613839
32,49,0,-0.613839
32,50,0,-0.613839
32.5,0,18.9193,-20.1857
32.5,1,18.8937,-20.1601
32.5,2,18.8168,-20.0831
32.5,3,18.6878,-19.9542
32.5,4,18.5058,-19.7721
32.5,5,18.2692,-19.5356
32.5,6,17.976,-19.2423
32.5,7,17.6233,-18.8897
32.5,8,17.2078,-18.4741
32.5,9,16.7248,-17.9912
32.5,10,16.1686,-17.435
32.5,11,15.5316,-16.798
32.5,12,14.8038,-16.0702
32.5,13,13.9716,-15.238
32.5,14,13.016,-14.2824
32.5,15,11.9088,-13.1751
32.5,16,10.6052,-11.8715
32.5,17,9.02605,-10.2924
32.5,18,7.00231,-8.26865
32.5,19,3.98208,-5.24842
32.5,20,0,-0.633171
32.5,21,0,-0.633171
32.5,22,0,-0.633171
32.5,23,0,-0.633171
32.5,24,0,-0.633171
32.5,25,0,-0.633171
32.5,26,0,-0.633171
32.5,27,0,-0.633171
32.5,28,0,-0.633171
32.5,29,0,-0.633171
32.5,30,0,-0.633171
32.5,31,0,-0.633171
32.5,32,0,-0.633171
32.5,33,0,-0.633171
32.5,34,0,-0.633171
32.5,35,0,-0.633171
32.5,36,0,-0.633171
32.5,37,0,-0.633171
32.5,38,0,-0.633171
32.5,39,0,-0.633171
32.5,40,0,-0.633171
32.5,41,0,-0.633171
32.5,42,0,-0.633171
32.5,43,0,-0.633171
32.5,44,0,-0.633171
32.5,45,0,-0.633171
32.5,46,0,-0.633171
32.5,47,0,-0.633171
32.5,48,0,-0.633171
32.5,49,0,-0.633171
32.5,50,0,-0.633171
33,0,18.9723,-20.2779
33,1,18.9468,-20.2524
33,2,18.8701,-20.1757
33,3,18.7416,-20.0472
33,4,18.5603,-19.8659
33,5,18.3246,-19.6302
33,6,18.0326,-19.3382
33,7,17.6814,-18.987
33,8,17.2677,-18.5733
33,9,16.7869,-18.0925
33,10,16.2334,-17.539
33,11,15.5997,-16.9053
33,12,14.876,-16.1816
33,13,14.049,-15.3546
33,14,13.1001,-14.4057
33,15,12.002,-13.3076
33,16,10.7113,-12.0169
33,17,9.15246,-10.4581
33,18,7.16661,-8.47222
33,19,4.26078,-5.56638
33,20,0,-0.652803
33,21,0,-0.652803
33,22,0,-0.652803
33,23,0,-0.652803
33,24,0,-0.652803
33,25,0,-0.652803
33,26,0,-0.652803
33,27,0,-0.652803
33,28,0,-0.652803
33,29,0,-0.652803
33,30,0,-0.652803
33,31,0,-0.652803
33,32,0,-0.652803
33,33,0,-0.652803
33,34,0,-0.652803
33,35,0,-0.652803
33,36,0,-0.652803
33,37,0,-0.652803
33,38,0,-0.652803
33,39,0,-0.652803
33,40,0,-0.652803
33,41,0,-0.652803
33,42,0,-0.652803
33,43,0,-0.652803
33,44,0,-0.652803
33,45,0,-0.652803
33,46,0,-0.652803
33,47,0,-0.652803
33,48,0,-0.652803
33,49,0,-0.652803
33,50,0,-0.652803
33.5,0,19.0259,-20.3714
33.5,1,19.0005,-20.346
33.5,2,18.9241,-20.2696
33.5,3,18.7961,-20.1416
33.5,4,18.6155,-19.961
33.5,5,18.3808,-19.7263
33.5,6,18.0899,-19.4354
33.5,7,17.7402,-19.0857
33.5,8,17.3283,-18.6738
33.5,9,16.8497,-18.1952
33.5,10,16.2989,-17.6444
33.5,11,15.6685,-17.014
33.5,12,14.949,-16.2944
33.5,13,14.1272,-15.4726
33.5,14,13.185,-14.5305
33.5,15,12.0959,-13.4413
33.5,16,10.818,-12.1635
33.5,17,9.27902,-10.6245
33.5,18,7.32961,-8.67508
33.5,19,4.52702,-5.87249
33.5,20,0,-0.672735
33.5,21,0,-0.672735
33.5,22,0,-0.672735
33.5,23,0,-0.672735
33.5,24,0,-0.672735
33.5,25,0,-0.672735
33.5,26,0,-0.672735
33.5,27,0,-0.672735
33.5,28,0,-0.672735
33.5,29,0,-0.672735
33.5,30,0,-0.672735
33.5,31,0,-0.672735
33.5,32,0,-0.672735
33.5,33,0,-0.672735
33.5,34,0,-0.672735
33.5,35,0,-0.672735
33.5,36,0,-0.672735
33.5,37,0,-0.672735
33.5,38,0,-0.672735
33.5,39,0,-0.672735
33.5,40,0,-0.672735
33.5,41,0,-0.672735
33.5,42,0,-0.672735
33.5,43,0,-0.672735
33.5,44,0,-0.672735
33.5,45,0,-0.672735
33.5,46,0,-0.672735
33.5,47,0,-0.672735
33.5,48,0,-0.672735
33.5,49,0,-0.672735
33.5,50,0,-0.672735
34,0,19.0803,-20.4663
